Individual,PC,score
5190,1,-0.45
5190,2,-0.39
5190,3,0.22
5191,1,0.21
5191,2,0.47
5191,3,-0.09
5201,1,1.09
5201,2,0.4
5201,3,0.11
5206,1,-0.14
5206,2,-0.04
5206,3,0.37
5229,1,0.69
5229,2,0.41
5229,3,0.3
5230,1,-1.04
5230,2,-1.05
5230,3,-0.16
5231,1,-1.25
5231,2,0.87
5231,3,-0.1
5236,1,0.32
5236,2,0.37
5236,3,0.04
5238,1,0.12
5238,2,0.34
5238,3,-0.03
5241,1,-1.01
5241,2,0.06
5241,3,0.07
5243,1,-0.48
5243,2,-0.38
5243,3,0.04
5246,1,-0.5
5246,2,0.55
5246,3,1.05
5247,1,0.21
5247,2,0.35
5247,3,-0.34
5250,1,0.34
5250,2,-0.83
5250,3,-0.58
5253,1,-0.04
5253,2,1.03
5253,3,-0.08
5258,1,0.46
5258,2,-1.21
5258,3,0.18
5259,1,-0.81
5259,2,0.64
5259,3,0.28
5262,1,0.83
5262,2,-0.11
5262,3,0.06
5263,1,1.06
5263,2,0.48
5263,3,-0.33
5267,1,-0.2
5267,2,0.22
5267,3,0.03
5268,1,-0.12
5268,2,-0.04
5268,3,-0.55
5274,1,-0.38
5274,2,-0.04
5274,3,-0.43
5275,1,0.44
5275,2,0.53
5275,3,-0.06
5276,1,0.47
5276,2,0.15
5276,3,-0.31
5279,1,0.41
5279,2,-0.12
5279,3,-0.46
5280,1,-0.95
5280,2,-0
5280,3,-0.13
5281,1,0.41
5281,2,0.35
5281,3,-0.03
5282,1,-0.9
5282,2,-0.11
5282,3,0.1
5283,1,0.39
5283,2,-0.55
5283,3,-0.13
5285,1,-0.47
5285,2,0.05
5285,3,-0.1
5299,1,0.47
5299,2,0.35
5299,3,-0.45
5301,1,0.79
5301,2,-1.2
5301,3,-0.45
5319,1,-0.65
5319,2,0.09
5319,3,1.07
5320,1,0.38
5320,2,0.37
5320,3,0.12
5321,1,-0.72
5321,2,1
5321,3,-0.42
5323,1,0.51
5323,2,0.23
5323,3,-0.37
5324,1,0.18
5324,2,0.84
5324,3,-0.26
5327,1,0.45
5327,2,-0.11
5327,3,-0.36
5334,1,-0.24
5334,2,1.37
5334,3,0.02
5339,1,-0.34
5339,2,-0.79
5339,3,0.18
5344,1,1.42
5344,2,1.22
5344,3,-0.01
5345,1,1.08
5345,2,0.86
5345,3,-0.24
5346,1,-1.02
5346,2,-0.59
5346,3,0.19
5348,1,0.47
5348,2,0.18
5348,3,0.5
5350,1,0.04
5350,2,0.13
5350,3,-0.3
5352,1,-0.51
5352,2,0.22
5352,3,-0.12
5353,1,0.65
5353,2,-0.23
5353,3,-0.38
5364,1,0.16
5364,2,-0.39
5364,3,-0.21
5366,1,0.18
5366,2,-0.26
5366,3,0.51
5367,1,-0.43
5367,2,-0.06
5367,3,-0.56
5369,1,-0.33
5369,2,-0.4
5369,3,0.1
5370,1,0.05
5370,2,0.2
5370,3,-0.12
5371,1,-0.06
5371,2,0.19
5371,3,-0.25
5373,1,0.04
5373,2,0.22
5373,3,-0.86
5377,1,1.13
5377,2,0.42
5377,3,0.7
5378,1,-0.41
5378,2,-0.68
5378,3,0.36
5380,1,-0.62
5380,2,0.23
5380,3,-0.09
5384,1,-0.11
5384,2,-1.08
5384,3,-0.56
5386,1,0.05
5386,2,0.69
5386,3,-0.22
5387,1,0.1
5387,2,0.69
5387,3,-0.37
5404,1,-1.82
5404,2,-0.51
5404,3,-0.4
5407,1,-0.4
5407,2,-0.12
5407,3,0.26
5408,1,0.54
5408,2,0.11
5408,3,-0.7
5409,1,-0.42
5409,2,-0.21
5409,3,0.5
5410,1,-0.25
5410,2,-0.03
5410,3,-0.08
5412,1,0.72
5412,2,0.32
5412,3,-0.04
5413,1,-1.49
5413,2,-0.13
5413,3,-0.22
5424,1,-0.32
5424,2,0.02
5424,3,0.03
5425,1,0.09
5425,2,1.05
5425,3,-0.21
5426,1,0.34
5426,2,-0.01
5426,3,0.42
5431,1,1.27
5431,2,1.13
5431,3,-0.69
5432,1,0.48
5432,2,1.09
5432,3,0.44
5433,1,0.3
5433,2,0.58
5433,3,0.57
5444,1,1.36
5444,2,-0.74
5444,3,-0.37
5445,1,0.32
5445,2,0.62
5445,3,-0.04
5446,1,1.06
5446,2,0.09
5446,3,-0.69
5447,1,0.23
5447,2,0.75
5447,3,0.52
5448,1,1.19
5448,2,-0.3
5448,3,0.11
5455,1,0.94
5455,2,1.25
5455,3,-0.11
5456,1,-0.11
5456,2,0.99
5456,3,0.66
5458,1,0.82
5458,2,0.16
5458,3,0.38
5459,1,1.35
5459,2,-0.34
5459,3,0.08
5465,1,0.03
5465,2,1.07
5465,3,-0.27
5466,1,-0.76
5466,2,-0.29
5466,3,0.71
5472,1,0.05
5472,2,-0.68
5472,3,-0.23
5473,1,0.04
5473,2,-0.22
5473,3,0.67
5475,1,0.21
5475,2,0
5475,3,0.1
5476,1,0.52
5476,2,-0.13
5476,3,-0.09
5478,1,0.01
5478,2,0.33
5478,3,-1.2
5479,1,-0.42
5479,2,-0.17
5479,3,0.53
5480,1,0.19
5480,2,0.82
5480,3,0.23
5490,1,-0.2
5490,2,-0.23
5490,3,0.74
5491,1,-0.85
5491,2,-1.12
5491,3,0.17
5492,1,-0.46
5492,2,-0.16
5492,3,0.4
5493,1,0.45
5493,2,0.48
5493,3,0.25
5495,1,-1.05
5495,2,0.6
5495,3,-0.14
5497,1,0.3
5497,2,1.15
5497,3,0.2
5498,1,-1.59
5498,2,-0.17
5498,3,-0.41
5500,1,-1
5500,2,0.6
5500,3,0.1
5501,1,0.74
5501,2,0.33
5501,3,-0.21
5506,1,-0.56
5506,2,0.99
5506,3,-0.84
5512,1,1.22
5512,2,-0.77
5512,3,0.05
5515,1,0.57
5515,2,-0.65
5515,3,0.07
5523,1,-0.05
5523,2,-0.07
5523,3,-0.49
5530,1,-0.18
5530,2,0.78
5530,3,0.23
5533,1,0.25
5533,2,-0.23
5533,3,0.62
5534,1,0.5
5534,2,0.69
5534,3,0.17
5537,1,0.29
5537,2,0.42
5537,3,0.05
5539,1,0.01
5539,2,-0.61
5539,3,-0.18
5543,1,0.2
5543,2,0.12
5543,3,-0.21
5544,1,-0.01
5544,2,-0.48
5544,3,-0.44
5552,1,-0.47
5552,2,0.29
5552,3,0.12
5553,1,-0.62
5553,2,-0.66
5553,3,-0.71
5562,1,1.33
5562,2,0.88
5562,3,0.55
5565,1,0.23
5565,2,0.35
5565,3,-0.34
5569,1,-1.01
5569,2,-0.28
5569,3,-0.01
5570,1,0.6
5570,2,0.41
5570,3,0.05
5572,1,-0.3
5572,2,-1.21
5572,3,0.55
5573,1,0.34
5573,2,-0.08
5573,3,0.03
5578,1,-0.12
5578,2,-0.24
5578,3,-0.15
5580,1,0.72
5580,2,-1.48
5580,3,-0.04
5582,1,1.24
5582,2,-1.6
5582,3,-0.21
5584,1,0.09
5584,2,1.26
5584,3,-0.01
5587,1,-1.1
5587,2,0.2
5587,3,-0.28
5590,1,-0.22
5590,2,0.36
5590,3,0.34
5598,1,0.46
5598,2,1
5598,3,-0.05
5601,1,-0.17
5601,2,0.31
5601,3,0.63
5610,1,0.81
5610,2,-0.2
5610,3,0.12
5616,1,0.26
5616,2,0.04
5616,3,-0.19
5622,1,0.15
5622,2,-0.91
5622,3,0.09
5623,1,-0.39
5623,2,-0.14
5623,3,-0.23
5624,1,0.26
5624,2,-0.09
5624,3,0.01
5625,1,0.48
5625,2,-0.08
5625,3,-0.36
5628,1,1.12
5628,2,0.88
5628,3,-0.38
5630,1,-1.32
5630,2,0.01
5630,3,0.19
5631,1,-0.6
5631,2,0.62
5631,3,-0.41
5632,1,-0.94
5632,2,-0.81
5632,3,-1.01
5634,1,-0.63
5634,2,0.78
5634,3,0.73
5637,1,0.13
5637,2,0.68
5637,3,1.22
5639,1,0.28
5639,2,-1.32
5639,3,-0.55
5641,1,-0.92
5641,2,0.1
5641,3,-0.73
5642,1,1.08
5642,2,-0.45
5642,3,0.13
5644,1,0.19
5644,2,0.54
5644,3,0.07
5645,1,0.79
5645,2,-0.61
5645,3,0.12
5655,1,-0.69
5655,2,-0.15
5655,3,0.07
5656,1,1.07
5656,2,-0.53
5656,3,0.25
5657,1,2.08
5657,2,-1.14
5657,3,0.15
5661,1,-0.69
5661,2,-0.9
5661,3,0.44
5662,1,-0.56
5662,2,0.86
5662,3,0.36
5668,1,0.37
5668,2,-0.04
5668,3,-0.48
5675,1,-1.67
5675,2,0.26
5675,3,-0.54
5676,1,-0.28
5676,2,-0.96
5676,3,-0.39
5677,1,-0.07
5677,2,0.49
5677,3,-0.57
5680,1,0.14
5680,2,0.21
5680,3,-0.31
5684,1,0.63
5684,2,0.51
5684,3,0.41
5685,1,-0.82
5685,2,-0.45
5685,3,0.45
5686,1,-0.43
5686,2,-1.15
5686,3,-0.17
5688,1,-1.06
5688,2,-0.73
5688,3,0.54
5696,1,-0.84
5696,2,0.12
5696,3,0.47
5697,1,0.25
5697,2,0.77
5697,3,0.24
5698,1,-0.04
5698,2,1.27
5698,3,-0.08
5699,1,-0.9
5699,2,-0.43
5699,3,0.5
5708,1,0.09
5708,2,0.08
5708,3,-0.32
5710,1,0.01
5710,2,0.29
5710,3,-0.35
5711,1,-0.44
5711,2,-0.55
5711,3,0.09
5712,1,0.68
5712,2,0.34
5712,3,-0.2
5713,1,1.16
5713,2,-0.9
5713,3,-0.64
5716,1,-1.2
5716,2,-0.35
5716,3,0.37
5717,1,0.13
5717,2,-0.02
5717,3,0.06
5718,1,-0
5718,2,0.24
5718,3,-0.51
5719,1,0.12
5719,2,0.13
5719,3,0.31
5723,1,-0.58
5723,2,0.76
5723,3,0.43
5726,1,-1.37
5726,2,0.24
5726,3,0.07
5727,1,0.16
5727,2,-0.13
5727,3,0.14
5732,1,0.74
5732,2,0.14
5732,3,-0.23
5739,1,-0.79
5739,2,-0.34
5739,3,-0.13
5740,1,0.35
5740,2,-0
5740,3,0.24
5742,1,-0.47
5742,2,-1.32
5742,3,0.28
5745,1,0.49
5745,2,0.67
5745,3,0
5762,1,-1.19
5762,2,1.42
5762,3,0.25
5763,1,-0.27
5763,2,0.03
5763,3,-0.35
5766,1,-0.62
5766,2,-0.28
5766,3,0.01
5767,1,-0.91
5767,2,0.63
5767,3,-0.35
5769,1,-0.6
5769,2,0.88
5769,3,-0.29
5770,1,-0.19
5770,2,-0.34
5770,3,-0.21
5775,1,0.06
5775,2,0.19
5775,3,0.1
5781,1,-0.55
5781,2,0.39
5781,3,-0.32
5796,1,0.34
5796,2,0.47
5796,3,0.97
5797,1,-0.07
5797,2,-0.55
5797,3,-0.08
5798,1,-0.46
5798,2,0.78
5798,3,-0.14
5799,1,1.19
5799,2,0.26
5799,3,-0.22
5801,1,-0.88
5801,2,-0.2
5801,3,-0.32
5803,1,1.23
5803,2,0.53
5803,3,0.29
5804,1,-0.49
5804,2,-0.65
5804,3,0.88
5805,1,0.6
5805,2,0.57
5805,3,0.75
5806,1,0.62
5806,2,-0.36
5806,3,-0.22
5809,1,-0.05
5809,2,1.02
5809,3,-0.09
5810,1,0.04
5810,2,1.62
5810,3,-0.23
5811,1,-0.58
5811,2,-0.05
5811,3,0.53
5812,1,-0.83
5812,2,-1.06
5812,3,0.88
5816,1,-0.83
5816,2,-0.26
5816,3,0.67
5828,1,0.08
5828,2,-0.69
5828,3,0.4
5833,1,-0.12
5833,2,0.73
5833,3,-0.08
5835,1,0.86
5835,2,0.92
5835,3,-0.03
5836,1,0.47
5836,2,0.42
5836,3,-0.35
5839,1,-0.94
5839,2,0.72
5839,3,-0.04
5842,1,0.12
5842,2,-0.33
5842,3,-0.55
5844,1,0.81
5844,2,-0.45
5844,3,0.05
5845,1,0.12
5845,2,0.59
5845,3,-0.19
5846,1,-0.88
5846,2,0.22
5846,3,-0.27
5847,1,-0.26
5847,2,1.49
5847,3,-0.45
5850,1,-0.66
5850,2,0.47
5850,3,1.19
5851,1,0.58
5851,2,0.52
5851,3,-0.19
5853,1,-0.04
5853,2,0.29
5853,3,0.36
5854,1,0.05
5854,2,0.52
5854,3,-0.23
5856,1,-0.35
5856,2,-0.31
5856,3,-0.56
5857,1,0.37
5857,2,-0.56
5857,3,-1.02
5858,1,0.71
5858,2,-1.09
5858,3,-0.37
5859,1,-0.07
5859,2,0.31
5859,3,-0.23
5865,1,-0.68
5865,2,-0.45
5865,3,0.16
5866,1,-1.02
5866,2,-0.71
5866,3,0.76
5867,1,-0.63
5867,2,0.48
5867,3,0.34
5868,1,-0.58
5868,2,-0.4
5868,3,0.16
5873,1,-0.18
5873,2,0.97
5873,3,-0.36
5874,1,-0.67
5874,2,0.82
5874,3,-0.17
5875,1,1.05
5875,2,0.32
5875,3,-0.24
5881,1,-0.22
5881,2,0.32
5881,3,-0.5
5883,1,0.51
5883,2,0.02
5883,3,0.62
5884,1,0.23
5884,2,1.07
5884,3,0.04
5895,1,-0.24
5895,2,0
5895,3,0.44
5896,1,0.41
5896,2,0.06
5896,3,0.27
5900,1,-0.39
5900,2,0.18
5900,3,-1.08
5901,1,0.97
5901,2,0.34
5901,3,-0.5
5902,1,0.32
5902,2,-0.13
5902,3,0.34
5903,1,2.1
5903,2,0.69
5903,3,-0.54
5909,1,-0.59
5909,2,0.3
5909,3,-0.12
5910,1,1.24
5910,2,-0.43
5910,3,-0.39
5911,1,0.81
5911,2,0.41
5911,3,0.03
5920,1,0.4
5920,2,0.34
5920,3,0.04
5921,1,-0.75
5921,2,0.41
5921,3,-0.25
5923,1,-0.09
5923,2,-0.42
5923,3,-0.52
5929,1,0.13
5929,2,0.33
5929,3,0.29
5938,1,-0.19
5938,2,-0.9
5938,3,0.34
5939,1,0.09
5939,2,-0.73
5939,3,0.29
5940,1,-1.09
5940,2,0.93
5940,3,0.88
5944,1,-0.56
5944,2,0.76
5944,3,-0.96
5946,1,0.1
5946,2,1.05
5946,3,-0.44
5948,1,-0.71
5948,2,-0.38
5948,3,-0.43
5949,1,1.66
5949,2,-0.25
5949,3,0.27
5963,1,0.55
5963,2,0.19
5963,3,-0.63
5969,1,-1.61
5969,2,0.09
5969,3,0.51
5973,1,-0.31
5973,2,-0.4
5973,3,0.13
5974,1,0.17
5974,2,0.62
5974,3,0.23
5976,1,-0.25
5976,2,0.58
5976,3,-0.92
5977,1,0.61
5977,2,-0.19
5977,3,-0.16
5979,1,0.02
5979,2,-1.68
5979,3,0.14
5980,1,-0.11
5980,2,1.26
5980,3,0.24
5986,1,-0.24
5986,2,-0.93
5986,3,-0.42
5988,1,-0.75
5988,2,-0.6
5988,3,0.01
5990,1,-0.57
5990,2,0.17
5990,3,0.11
5992,1,-0.56
5992,2,-0.01
5992,3,0.59
5996,1,0.01
5996,2,0.66
5996,3,-0.89
5997,1,1.3
5997,2,0.4
5997,3,0.48
6001,1,-0.23
6001,2,-0.08
6001,3,-0.4
6003,1,-0.42
6003,2,0.14
6003,3,-0.09
6010,1,0.21
6010,2,0.52
6010,3,0.25
6011,1,-0.25
6011,2,0.72
6011,3,0.02
6013,1,-2.1
6013,2,-0.72
6013,3,0.11
6014,1,1.14
6014,2,-1.39
6014,3,-0.4
6015,1,-0.26
6015,2,1.26
6015,3,0.04
6028,1,0.66
6028,2,0.5
6028,3,0.17
6030,1,0.01
6030,2,-0.43
6030,3,0.35
6033,1,-0.89
6033,2,0.36
6033,3,0.78
6035,1,0.3
6035,2,-0.77
6035,3,-0.06
6037,1,0.54
6037,2,0.08
6037,3,-0.07
6041,1,-0.29
6041,2,0.06
6041,3,-0.07
6049,1,-0.22
6049,2,-0.99
6049,3,0.68
6051,1,-0.53
6051,2,0.64
6051,3,-0.37
6054,1,0.25
6054,2,-0.63
6054,3,0.45
6055,1,0.82
6055,2,0.08
6055,3,-0.1
6056,1,-0.69
6056,2,-0.52
6056,3,-0.76
6057,1,0.38
6057,2,0.1
6057,3,0.07
6058,1,-0.78
6058,2,-0.63
6058,3,-0.33
6061,1,-0.37
6061,2,-0.42
6061,3,0.8
6062,1,-0.54
6062,2,1.33
6062,3,0.79
6063,1,0.87
6063,2,0.35
6063,3,0.8
6064,1,0.75
6064,2,-0.29
6064,3,1.26
6068,1,0.01
6068,2,0.12
6068,3,-0.2
6074,1,-0.65
6074,2,0.58
6074,3,0.24
6075,1,0.41
6075,2,-0.58
6075,3,-0.66
6076,1,0.04
6076,2,0.02
6076,3,0.21
6078,1,0.98
6078,2,-0.94
6078,3,-0.91
6081,1,0.69
6081,2,0.61
6081,3,-0.12
6082,1,-1.01
6082,2,0.97
6082,3,0.47
6083,1,-0.23
6083,2,0.5
6083,3,-0.25
6084,1,1.29
6084,2,1.86
6084,3,0.71
6085,1,1.23
6085,2,0.34
6085,3,0.09
6086,1,-0.14
6086,2,0.25
6086,3,-0.6
6087,1,0.26
6087,2,1.07
6087,3,0.72
6090,1,0.69
6090,2,-0.24
6090,3,-0.77
6093,1,-0.18
6093,2,-0.49
6093,3,-0.24
6106,1,-0.69
6106,2,0.11
6106,3,-0.05
6107,1,0.33
6107,2,0.55
6107,3,0.7
6108,1,-0.81
6108,2,-0.41
6108,3,-0.32
6118,1,-1.02
6118,2,-0.86
6118,3,0.66
6119,1,-1.54
6119,2,1.38
6119,3,-0.26
6125,1,0.16
6125,2,-0.41
6125,3,-0.69
6128,1,0.42
6128,2,0.54
6128,3,-0.08
6129,1,0.35
6129,2,-1.17
6129,3,-0.27
6130,1,-0.44
6130,2,0.25
6130,3,0.13
6132,1,0.53
6132,2,-0.45
6132,3,-0.15
6134,1,-0.35
6134,2,0.71
6134,3,-0.07
6144,1,-0.97
6144,2,-1.05
6144,3,0.17
6153,1,0.24
6153,2,-0.21
6153,3,-0.07
6165,1,0.07
6165,2,0.07
6165,3,0.51
6176,1,-0.68
6176,2,-0.42
6176,3,0.05
6183,1,-0.5
6183,2,0.09
6183,3,0.61
6201,1,0.35
6201,2,0.18
6201,3,-0.05
6207,1,-0.57
6207,2,-0.59
6207,3,-0.34
6229,1,-0.76
6229,2,-0.59
6229,3,-0.08
6230,1,0.61
6230,2,0.16
6230,3,-0.02
6246,1,-0.02
6246,2,0.58
6246,3,1.01
6262,1,0.89
6262,2,0.68
6262,3,-0.32
6263,1,-0.18
6263,2,-0.37
6263,3,-0.17
6306,1,-0.42
6306,2,-0.02
6306,3,-0.01
6369,1,0.24
6369,2,-0.04
6369,3,0.32
6380,1,-0.41
6380,2,-0.4
6380,3,-0.07
6381,1,-1.02
6381,2,0.08
6381,3,-0.12
6462,1,-0.12
6462,2,0.71
6462,3,0.23
6508,1,1.46
6508,2,0.3
6508,3,-0.4
6516,1,0.17
6516,2,0.39
6516,3,1.12
6526,1,-0.4
6526,2,-0.19
6526,3,0.03
6596,1,0.05
6596,2,-0.59
6596,3,0
6607,1,0.29
6607,2,-0.16
6607,3,-0.23
6609,1,0.17
6609,2,-1.94
6609,3,0.7
6639,1,-0.42
6639,2,-0.7
6639,3,1.15
6694,1,0.7
6694,2,-0.83
6694,3,0.05
6703,1,-0.51
6703,2,-0.77
6703,3,0.08
6715,1,-0.28
6715,2,-0.12
6715,3,-0.26
6737,1,-0.39
6737,2,-0.44
6737,3,-0.46
6740,1,-0.57
6740,2,-0.03
6740,3,-0.35
6744,1,-0.52
6744,2,-0.62
6744,3,-0.45
6747,1,0.76
6747,2,-0.66
6747,3,-0.75
6754,1,-0.05
6754,2,-0.63
6754,3,-0.85
6760,1,0.33
6760,2,0.2
6760,3,-0.44
6769,1,0.34
6769,2,0.9
6769,3,-0.17
6771,1,0.48
6771,2,-0.32
6771,3,-0.32
6772,1,0.1
6772,2,-0.4
6772,3,0.28
6773,1,1.08
6773,2,-1.09
6773,3,-0.72
6783,1,-0.31
6783,2,0.71
6783,3,0.2
6784,1,-0.64
6784,2,-0.58
6784,3,0.42
6786,1,0.39
6786,2,-0.45
6786,3,-0.14
6787,1,-0.29
6787,2,-1.03
6787,3,0.23
6789,1,0.02
6789,2,-0.56
6789,3,0.25
6807,1,-0.18
6807,2,-0.3
6807,3,1.11
6809,1,-0.66
6809,2,-0.41
6809,3,-0.66
6814,1,-0.97
6814,2,0.22
6814,3,0.5
6815,1,1.02
6815,2,0.43
6815,3,-0.37
6831,1,0.53
6831,2,1.08
6831,3,0.34
6840,1,-0.61
6840,2,-0.09
6840,3,0.15
6841,1,0.28
6841,2,-0.31
6841,3,-0.02
6856,1,0.21
6856,2,-0.37
6856,3,-0.3
6878,1,0.28
6878,2,0.54
6878,3,-0.08
6883,1,0.44
6883,2,0.39
6883,3,0.02
6886,1,-0.3
6886,2,0.39
6886,3,0.73
6888,1,-0.71
6888,2,-1.12
6888,3,-0.06
6891,1,-0.52
6891,2,-0.02
6891,3,0.62
6892,1,-0.81
6892,2,-0.44
6892,3,-0.38
6926,1,-1.16
6926,2,-0.3
6926,3,0.15
6945,1,-0.94
6945,2,-0.2
6945,3,0.01
6946,1,-1.14
6946,2,0.07
6946,3,-0.61
6958,1,-1.06
6958,2,0.26
6958,3,0.28
6959,1,1
6959,2,0.35
6959,3,-0.22
6963,1,-0.35
6963,2,1.2
6963,3,-0.17
6977,1,-1.34
6977,2,0.31
6977,3,0.48
6980,1,-0.71
6980,2,-0.3
6980,3,0.8
6984,1,0.64
6984,2,-0.64
6984,3,-0.52
6997,1,-0.37
6997,2,-0.4
6997,3,-0.24
7009,1,-0.5
7009,2,0.35
7009,3,0.47
7010,1,0.1
7010,2,0.1
7010,3,0.27
7014,1,-1.23
7014,2,-0.05
7014,3,0.04
7019,1,0.07
7019,2,-0.29
7019,3,-0.45
7029,1,-0.21
7029,2,-0.84
7029,3,0.39
7032,1,0.7
7032,2,0.49
7032,3,-0.51
7033,1,-0.18
7033,2,0.53
7033,3,0.59
7036,1,-0.02
7036,2,0.56
7036,3,0.13
7043,1,-0.57
7043,2,-0.24
7043,3,1.76
7044,1,0.73
7044,2,-0.22
7044,3,0.03
7045,1,0.83
7045,2,0.09
7045,3,-0.44
7046,1,1.13
7046,2,-1.03
7046,3,0.32
7050,1,0.26
7050,2,0.94
7050,3,-0.4
7051,1,0.6
7051,2,-0.27
7051,3,-0.5
7079,1,0.7
7079,2,0.52
7079,3,0.01
7097,1,-1.03
7097,2,-0.82
7097,3,0.25
7106,1,-0.35
7106,2,-0.03
7106,3,-0.16
7109,1,0.16
7109,2,0.75
7109,3,-0.15
7112,1,0.08
7112,2,0.22
7112,3,-0.19
7118,1,1.07
7118,2,-0.99
7118,3,0.21
7120,1,-0.8
7120,2,0.58
7120,3,-0.28
7121,1,0.38
7121,2,0.91
7121,3,-0.07
7123,1,1.02
7123,2,-1.3
7123,3,0.06
7125,1,0.91
7125,2,-1.44
7125,3,0.09
7126,1,-0.15
7126,2,-0.09
7126,3,-0.2
7149,1,0.24
7149,2,-0.08
7149,3,0.19
7150,1,0.44
7150,2,0.02
7150,3,-0.14
7154,1,1.03
7154,2,0.11
7154,3,-0.44
7168,1,0.15
7168,2,0.14
7168,3,0.23
7169,1,0.6
7169,2,0.22
7169,3,0.71
7171,1,0.25
7171,2,-0.6
7171,3,0.59
7172,1,-0.01
7172,2,-0.33
7172,3,0.29
7177,1,-0.21
7177,2,0.57
7177,3,0.75
7178,1,-0.44
7178,2,-0.6
7178,3,-0.99
7205,1,0.3
7205,2,0.86
7205,3,-0.17
7206,1,-0.86
7206,2,0.01
7206,3,0.52
7207,1,-0.48
7207,2,0.17
7207,3,-0.05
7213,1,0.13
7213,2,-0.86
7213,3,0.52
7214,1,0.39
7214,2,-0.58
7214,3,-1.19
7215,1,0.19
7215,2,0.74
7215,3,-0.76
7217,1,0.14
7217,2,0.29
7217,3,-0.51
7242,1,-0.4
7242,2,-0.34
7242,3,-0.18
7245,1,0.14
7245,2,-0.38
7245,3,-0.01
7272,1,-0.58
7272,2,1.49
7272,3,-0.37
7280,1,-0.31
7280,2,-0.22
7280,3,0
7282,1,-0.18
7282,2,0.04
7282,3,-0.27
7297,1,0.13
7297,2,0.98
7297,3,-0.55
7328,1,-0.54
7328,2,0.36
7328,3,-0.08
7329,1,-0.96
7329,2,1.28
7329,3,-0.06
7330,1,-0.23
7330,2,0.5
7330,3,0.45
7342,1,0.05
7342,2,-0.83
7342,3,0.2
7347,1,-0.57
7347,2,-0.2
7347,3,-0.49
7349,1,0.28
7349,2,-0.28
7349,3,0.23
7370,1,0.02
7370,2,0.72
7370,3,0.39
7387,1,1.14
7387,2,0.32
7387,3,-1.09
7398,1,-0.61
7398,2,0.43
7398,3,-0.43
7410,1,0.64
7410,2,0.74
7410,3,0.48
7412,1,-0.23
7412,2,0.3
7412,3,0.73
7413,1,-1.28
7413,2,0.18
7413,3,0.06
7416,1,-0.37
7416,2,0.12
7416,3,-0.19
7422,1,0.56
7422,2,-0.4
7422,3,-0.27
7428,1,0.14
7428,2,0.67
7428,3,-0.52
7429,1,0.28
7429,2,0.4
7429,3,-0.05
7452,1,0.15
7452,2,0.06
7452,3,-0.11
7454,1,-1.06
7454,2,-0.21
7454,3,0.02
7464,1,-0.59
7464,2,1.2
7464,3,-0.27
7465,1,0.05
7465,2,-0.15
7465,3,-0.01
7477,1,1.48
7477,2,0.61
7477,3,0.49
7483,1,-0.62
7483,2,0.25
7483,3,0.62
7492,1,0.79
7492,2,0.25
7492,3,-0.03
7493,1,-1.94
7493,2,0.31
7493,3,-0.27
7495,1,0.8
7495,2,0.33
7495,3,0.45
7496,1,-0.69
7496,2,0.61
7496,3,0.44
7508,1,0.14
7508,2,-0.09
7508,3,0.26
7510,1,-0.73
7510,2,-0.67
7510,3,0.73
7511,1,0.45
7511,2,1.27
7511,3,0.02
7527,1,-1.54
7527,2,0.15
7527,3,-0.13
7544,1,-0.28
7544,2,-0.17
7544,3,0.99
7548,1,-0.23
7548,2,0.05
7548,3,0.17
7556,1,-0.09
7556,2,0.05
7556,3,0.09
7589,1,0.45
7589,2,0.98
7589,3,-0.31
7590,1,-0.86
7590,2,-0.15
7590,3,-0.43
7601,1,0.23
7601,2,-0.86
7601,3,0.63
7602,1,1.03
7602,2,-0.6
7602,3,-0.01
7604,1,0.2
7604,2,-0.33
7604,3,-0.37
7607,1,-0.15
7607,2,-0.4
7607,3,-0.19
7609,1,-0.36
7609,2,0.22
7609,3,-0.36
7618,1,0.07
7618,2,-0.03
7618,3,0.38
7629,1,0.44
7629,2,0.39
7629,3,0
7630,1,0.45
7630,2,0.4
7630,3,-0.58
7633,1,0.34
7633,2,-0.4
7633,3,0.28
7638,1,-0.7
7638,2,0.87
7638,3,0.9
7698,1,-0.35
7698,2,0.79
7698,3,-0.13
7699,1,-0.18
7699,2,0.13
7699,3,-0.4
7707,1,0.09
7707,2,-0.41
7707,3,-0.01
7712,1,0.4
7712,2,-0.08
7712,3,0.38
7741,1,0.32
7741,2,-0.12
7741,3,-0.73
7781,1,-1.8
7781,2,0.35
7781,3,0.31
7815,1,1.03
7815,2,0.03
7815,3,-0.29
7823,1,-0.05
7823,2,0.49
7823,3,-0.3
7843,1,-0.35
7843,2,-0.4
7843,3,-0.85
7848,1,-0.28
7848,2,-0.75
7848,3,-0.76
7853,1,0.55
7853,2,0.08
7853,3,-0.72
7854,1,-0.37
7854,2,-0.23
7854,3,0.56
7855,1,-0.5
7855,2,-0.01
7855,3,0.01
7861,1,-0.21
7861,2,0.17
7861,3,-0.6
7875,1,0.18
7875,2,-0.97
7875,3,-0.73
7879,1,0.47
7879,2,0.09
7879,3,-0.11
7882,1,0.89
7882,2,-0.23
7882,3,-0.07
7901,1,0.68
7901,2,-0.53
7901,3,0.02
7920,1,0.45
7920,2,0.58
7920,3,0.57
7921,1,-0.35
7921,2,-0.13
7921,3,0.48
7994,1,0.75
7994,2,-0.79
7994,3,-0.53
8008,1,-0.53
8008,2,-0.54
8008,3,0.59
8009,1,1.38
