Individual,PC,score
29502,2,0.03
29502,3,-0.28
29503,1,-0.07
29503,2,0.55
29503,3,-0.5
29505,1,0.32
29505,2,-0.64
29505,3,0.28
29515,1,0.7
29515,2,-0.32
29515,3,-0.18
29518,1,-0.82
29518,2,0.84
29518,3,-0.17
29560,1,-0.05
29560,2,-0.52
29560,3,0.07
29572,1,1.17
29572,2,1.09
29572,3,-0.39
29573,1,0.33
29573,2,-0.16
29573,3,0.32
29574,1,0.78
29574,2,0.03
29574,3,-0.45
29586,1,0.2
29586,2,-0.23
29586,3,0.97
29587,1,1.17
29587,2,0.71
29587,3,-0.17
29588,1,0.3
29588,2,-0.13
29588,3,0.06
29604,1,1.4
29604,2,-0.83
29604,3,-0.13
29618,1,-0.38
29618,2,0.36
29618,3,-0.3
29622,1,-0.11
29622,2,0.26
29622,3,-0.09
29623,1,-0.3
29623,2,-0.13
29623,3,-0.21
29633,1,0.81
29633,2,1.53
29633,3,0.68
29634,1,3.26
29634,2,-0.82
29634,3,-0.54
29635,1,-0.44
29635,2,0.17
29635,3,-0.45
29651,1,-0.18
29651,2,0.45
29651,3,0.23
29655,1,1.16
29655,2,0.02
29655,3,-0.21
29658,1,0.3
29658,2,-0.51
29658,3,0.04
29669,1,0.24
29669,2,0.12
29669,3,-0.15
29672,1,0.08
29672,2,-0.58
29672,3,0.28
29674,1,0.05
29674,2,0.45
29674,3,-0.43
29690,1,1.01
29690,2,0.11
29690,3,-0.05
29691,1,0.92
29691,2,-0.12
29691,3,0.5
29695,1,0.59
29695,2,0.97
29695,3,0.1
29703,1,-0.67
29703,2,-0.05
29703,3,0.84
29715,1,1.4
29715,2,0.2
29715,3,0.15
29728,1,-1.07
29728,2,0.44
29728,3,0.64
29759,1,2.69
29759,2,-0.35
29759,3,-0.81
29761,1,-0.5
29761,2,0.39
29761,3,-0.24
29763,1,2.14
29763,2,-0.87
29763,3,-0.11
29779,1,1.02
29779,2,-0.37
29779,3,0.12
29791,1,-0.28
29791,2,-0.56
29791,3,0.74
29797,1,0.83
29797,2,-0.3
29797,3,-0.52
29798,1,-1.13
29798,2,0.93
29798,3,-0.26
29799,1,-0.48
29799,2,0.25
29799,3,-0.59
29803,1,0.24
29803,2,-1.6
29803,3,0.71
29808,1,0.84
29808,2,-0.1
29808,3,0.22
29811,1,-0.49
29811,2,-1.22
29811,3,1.09
29812,1,-0.55
29812,2,-0.69
29812,3,-0.05
29814,1,0.24
29814,2,-0.8
29814,3,0.51
29830,1,-0.8
29830,2,-0.66
29830,3,0.18
29834,1,-0.26
29834,2,0.91
29834,3,-0.38
29836,1,-0.18
29836,2,-0.24
29836,3,-0.43
29856,1,-0.08
29856,2,-1.15
29856,3,0.97
29865,1,-0.62
29865,2,0.43
29865,3,0.2
29866,1,-0.56
29866,2,0.09
29866,3,-0.97
29874,1,0.11
29874,2,-0.58
29874,3,-0.03
29875,1,0.25
29875,2,-0.43
29875,3,0.7
29888,1,-2
29888,2,0.25
29888,3,0.27
29889,1,-0.3
29889,2,-0.37
29889,3,0.28
29890,1,0.9
29890,2,-0.14
29890,3,-0.22
29901,1,-0.49
29901,2,-0.48
29901,3,-0.03
29903,1,0.79
29903,2,-0.3
29903,3,-0.16
29904,1,0.09
29904,2,0.07
29904,3,-0.76
29907,1,0.7
29907,2,0.58
29907,3,0.85
29908,1,-0.5
29908,2,-0.2
29908,3,0.06
29909,1,-0.59
29909,2,0.84
29909,3,-0.3
29910,1,-0.79
29910,2,0.2
29910,3,0.6
29912,1,-0.13
29912,2,-1.02
29912,3,-0.07
29913,1,0.05
29913,2,0.49
29913,3,0.06
29915,1,-0.47
29915,2,0.14
29915,3,-0.54
29917,1,-0.67
29917,2,0.51
29917,3,0.97
29919,1,-0.75
29919,2,-0.9
29919,3,0.97
29921,1,0.77
29921,2,0.52
29921,3,0.14
29935,1,-1.73
29935,2,-0.01
29935,3,0.49
29939,1,0.13
29939,2,-0.21
29939,3,0.23
29940,1,-0.16
29940,2,0.74
29940,3,0.71
29941,1,0.11
29941,2,-1.3
29941,3,0.84
29942,1,0.09
29942,2,0.45
29942,3,1
29943,1,0.03
29943,2,0.19
29943,3,-0.03
29944,1,0.35
29944,2,-0.79
29944,3,-0.33
29945,1,0.57
29945,2,1.19
29945,3,0.03
29946,1,0.68
29946,2,-0.19
29946,3,-0.33
29947,1,1.56
29947,2,0.46
29947,3,-0.04
29948,1,0.67
29948,2,1.13
29948,3,-0.44
29949,1,0.38
29949,2,-0.95
29949,3,-0.24
29950,1,-0.21
29950,2,-0.84
29950,3,-0.85
29952,1,-0.69
29952,2,-0.86
29952,3,0.23
29964,1,0.43
29964,2,-0.22
29964,3,0.33
29965,1,-0.14
29965,2,0.46
29965,3,-0.34
29989,1,-0.33
29989,2,0.38
29989,3,-0.24
30024,1,0.03
30024,2,-0.87
30024,3,1.45
30028,1,0.15
30028,2,-0.22
30028,3,0.29
30029,1,-0.74
30029,2,-0.65
30029,3,-0.48
30030,1,0.48
30030,2,-0.64
30030,3,0.07
30035,1,-0.08
30035,2,-1.03
30035,3,0.41
30042,1,0.6
30042,2,-1.14
30042,3,0.05
30043,1,0.11
30043,2,-1.31
30043,3,1.39
30044,1,0.23
30044,2,-0.98
30044,3,-0.31
30045,1,-1.1
30045,2,-0.45
30045,3,0.15
30046,1,-0.11
30046,2,-0.04
30046,3,-0.01
30047,1,0.01
30047,2,0.22
30047,3,-0.73
30049,1,-0.71
30049,2,-0.4
30049,3,-0.42
30051,1,0.64
30051,2,0.24
30051,3,-0.01
30052,1,1.37
30052,2,0.04
30052,3,-0.33
30055,1,0.95
30055,2,0.93
30055,3,-0.17
30095,1,-0.44
30095,2,0.22
30095,3,0.45
30096,1,0.05
30096,2,-0.86
30096,3,-0.02
30106,1,-1.21
30106,2,-1.06
30106,3,1.05
30173,1,0.42
30173,2,0.35
30173,3,-0.39
30178,1,-0.48
30178,2,0.27
30178,3,-0.53
30200,1,0.45
30200,2,-0.63
30200,3,-0.1
30216,1,0.21
30216,2,0.27
30216,3,-0.5
30217,1,-0.27
30217,2,-0.13
30217,3,-0.18
30227,1,-0.93
30227,2,-0.08
30227,3,0.07
30228,1,0.54
30228,2,0.6
30228,3,0.24
30237,1,0.03
30237,2,-0.69
30237,3,-0.52
30245,1,-0.39
30245,2,0.45
30245,3,-0.55
30246,1,-0.04
30246,2,-1.14
30246,3,0.07
30248,1,0.77
30248,2,0.48
30248,3,-0.23
30250,1,-0.45
30250,2,-0.38
30250,3,0.21
30251,1,-0.22
30251,2,0.35
30251,3,0.33
30253,1,0.1
30253,2,0.36
30253,3,0.05
30254,1,-0.37
30254,2,0.19
30254,3,-0.22
30257,1,-0.05
30257,2,-0.41
30257,3,-0.21
30266,1,0.78
30266,2,-0.21
30266,3,-0.12
30267,1,0.88
30267,2,-0.02
30267,3,0.17
30268,1,-0.43
30268,2,0.06
30268,3,-0.28
30269,1,-0.86
30269,2,-0.81
30269,3,0.52
30270,1,0.79
30270,2,0.16
30270,3,-0.04
30271,1,-0.18
30271,2,0.44
30271,3,-0.05
30272,1,-0.55
30272,2,0.56
30272,3,-0.53
30287,1,0.71
30287,2,0.59
30287,3,0.26
30316,1,-1.23
30316,2,-0.28
30316,3,-0.54
30317,1,1.32
30317,2,0.77
30317,3,-0.54
30318,1,-0.78
30318,2,-0.28
30318,3,0.37
30328,1,-0.37
30328,2,0.16
30328,3,0.07
30329,1,-0.09
30329,2,-0.29
30329,3,0.66
30338,1,-0.34
30338,2,0.65
30338,3,0.67
30339,1,-0.01
30339,2,-0.2
30339,3,0.88
30340,1,0.58
30340,2,-0.16
30340,3,1.15
30342,1,0.18
30342,2,0.63
30342,3,-0.74
30350,1,-0.94
30350,2,-0.25
30350,3,-0.81
30352,1,0.84
30352,2,0.2
30352,3,-0.11
30364,1,0.54
30364,2,-1.07
30364,3,-0.12
30378,1,-0.79
30378,2,-0.19
30378,3,0.27
30379,1,-0.42
30379,2,0.22
30379,3,0.24
30380,1,-0.19
30380,2,0.91
30380,3,0.03
30384,1,0.12
30384,2,-0.7
30384,3,0.73
30392,1,-0.47
30392,2,-0.26
30392,3,-0.24
30398,1,0.35
30398,2,0.1
30398,3,-0.15
30401,1,-0.46
30401,2,-0.25
30401,3,0.19
30410,1,-1.19
30410,2,1.57
30410,3,-0.07
30413,1,-0.57
30413,2,0.79
30413,3,0.26
30438,1,-0.14
30438,2,-0.35
30438,3,-0.63
30442,1,0.68
30442,2,-0.67
30442,3,-0.44
30447,1,0.73
30447,2,-0.38
30447,3,0.22
30459,1,1.66
30459,2,-0.16
30459,3,-0.81
30474,1,0.43
30474,2,-0.36
30474,3,-0.24
30475,1,-0.97
30475,2,0.6
30475,3,-0.41
30492,1,-0.53
30492,2,0.1
30492,3,-0.31
30493,1,0.67
30493,2,0.42
30493,3,-0.65
30495,1,0.38
30495,2,0.72
30495,3,0.11
30498,1,-0.09
30498,2,0.09
30498,3,-0.12
30499,1,0.85
30499,2,-0.27
30499,3,-0.19
30500,1,0.44
30500,2,-0.26
30500,3,0.06
30510,1,0.55
30510,2,0.18
30510,3,-0.62
30512,1,0.57
30512,2,-0.72
30512,3,-0.2
30537,1,0.23
30537,2,0.27
30537,3,0.24
30538,1,-0.59
30538,2,0.7
30538,3,0.09
30548,1,-0.8
30548,2,-0.01
30548,3,1.26
30560,1,0.58
30560,2,0.46
30560,3,-0.21
30566,1,-0.21
30566,2,0.81
30566,3,-0.11
30567,1,-0.95
30567,2,0.82
30567,3,0.39
30568,1,1.52
30568,2,0.11
30568,3,0.11
30569,1,0.52
30569,2,-0.34
30569,3,0.27
30570,1,-0.04
30570,2,0.63
30570,3,0.31
30571,1,0.39
30571,2,0.1
30571,3,0.08
30572,1,-0.18
30572,2,0.36
30572,3,-0.6
30573,1,-0.18
30573,2,0.19
30573,3,-0.2
30574,1,-0.92
30574,2,-1.17
30574,3,0.04
30583,1,-1.41
30583,2,0.33
30583,3,-0.74
30611,1,-0.77
30611,2,-0.05
30611,3,0.58
30613,1,-0.48
30613,2,0.35
30613,3,0.17
30651,1,-0.84
30651,2,0.3
30651,3,0.3
30652,1,-0.06
30652,2,0.17
30652,3,0.51
30656,1,-0.75
30656,2,-0.01
30656,3,0.18
30657,1,-0.3
30657,2,0.54
30657,3,-0.42
30665,1,-0.55
30665,2,0.07
30665,3,0.69
30702,1,-0.52
30702,2,-0.02
30702,3,-0.33
30704,1,-0.1
30704,2,0.72
30704,3,0.08
30710,1,-0.72
30710,2,0.32
30710,3,0.02
30765,1,0.29
30765,2,-0.11
30765,3,-0.22
30766,1,0.62
30766,2,-0.67
30766,3,-0.06
30767,1,-1.19
30767,2,-0.55
30767,3,-0.05
30795,1,0.19
30795,2,-0.49
30795,3,0.06
30796,1,0.54
30796,2,-0.69
30796,3,-0.38
30837,1,-0.07
30837,2,-0.99
30837,3,0.08
30845,1,0.2
30845,2,1.05
30845,3,-0
30850,1,0.2
30850,2,-1.05
30850,3,1.26
30873,1,-0.13
30873,2,0.52
30873,3,0.4
30878,1,-0.09
30878,2,-0.47
30878,3,-0.74
30883,1,-0.27
30883,2,0.43
30883,3,0.1
30885,1,0.66
30885,2,-0.1
30885,3,-0.24
30887,1,1.16
30887,2,0.32
30887,3,0.12
30905,1,-0.08
30905,2,-0.49
30905,3,0.56
30906,1,0.18
30906,2,0.08
30906,3,0.61
30907,1,-0.59
30907,2,-0.58
30907,3,0.39
30924,1,0.79
30924,2,-0.51
30924,3,-0.45
30926,1,-0.5
30926,2,-0.94
30926,3,-0.3
30927,1,0.25
30927,2,0.3
30927,3,0.09
30932,1,-0.8
30932,2,-0.58
30932,3,-0.64
30933,1,-0.38
30933,2,-0.01
30933,3,0.44
30937,1,0.78
30937,2,0.05
30937,3,0.4
30941,1,-0.38
30941,2,0.59
30941,3,-0.07
30958,1,0.61
30958,2,0.02
30958,3,-0.22
30959,1,0.59
30959,2,-0.58
30959,3,0.28
30960,1,-0.2
30960,2,0.16
30960,3,-0.16
30966,1,0.86
30966,2,0.02
30966,3,-0.23
30967,1,0.04
30967,2,0.82
30967,3,-0.55
30968,1,1.33
30968,2,-0.88
30968,3,0.68
30969,1,0.1
30969,2,-0.13
30969,3,0.13
30971,1,-0.18
30971,2,-0.5
30971,3,-0.39
31027,1,0.09
31027,2,-0.17
31027,3,-0.04
31028,1,0.12
31028,2,0.13
31028,3,-0.23
31029,1,0.46
31029,2,0.6
31029,3,-0.61
31055,1,-0.68
31055,2,-0.8
31055,3,-0.01
31068,1,-1.28
31068,2,-0.26
31068,3,0.79
31073,1,0.18
31073,2,0.47
31073,3,-0.4
31076,1,0.22
31076,2,-0.14
31076,3,0.04
31082,1,-0.02
31082,2,0.47
31082,3,-0.29
31083,1,-0.16
31083,2,-0.05
31083,3,0.58
31084,1,-0.31
31084,2,-0.49
31084,3,-0.41
31085,1,0.9
31085,2,1
31085,3,0.28
31086,1,0.58
31086,2,0.02
31086,3,-0.15
31087,1,0.46
31087,2,-0.4
31087,3,-0.41
31118,1,0.63
31118,2,1.38
31118,3,-0.19
31127,1,-0.66
31127,2,-0.23
31127,3,-0.28
31135,1,-0.44
31135,2,0.29
31135,3,0.02
31138,1,-0.42
31138,2,0.32
31138,3,-0.02
31140,1,1.61
31140,2,-0.66
31140,3,0.47
31148,1,-0.33
31148,2,-0.59
31148,3,-0.07
31160,1,-0.75
31160,2,0.61
31160,3,-0.36
31161,1,-0.43
31161,2,0.53
31161,3,0.1
31163,1,0.44
31163,2,0.28
31163,3,-0.07
31174,1,0.29
31174,2,0.29
31174,3,-0.14
31175,1,-0.05
31175,2,0.04
31175,3,-0.43
31176,1,0.74
31176,2,0.41
31176,3,-0.32
31177,1,0.61
31177,2,1.56
31177,3,-0.31
31195,1,-1.68
31195,2,-0.84
31195,3,0.12
31218,1,-1.53
31218,2,0.07
31218,3,0.57
31220,1,0.35
31220,2,0.78
31220,3,-0.42
31242,1,-0.93
31242,2,1.14
31242,3,0.57
31244,1,-1.28
31244,2,0.05
31244,3,-0.02
31245,1,0.45
31245,2,-0.55
31245,3,0.87
31246,1,0.11
31246,2,-0.17
31246,3,-0
31247,1,0.36
31247,2,0.83
31247,3,-0.01
31248,1,0.1
31248,2,0.61
31248,3,0.71
31258,1,0.34
31258,2,1.07
31258,3,1
31260,1,0.54
31260,2,0.62
31260,3,-0.18
31261,1,-0.91
31261,2,1.59
31261,3,0.4
31262,1,0.04
31262,2,1.1
31262,3,0.62
31263,1,0.45
31263,2,-0.18
31263,3,-0.13
31264,1,0.21
31264,2,-0.69
31264,3,0.72
31265,1,0.42
31265,2,-0.11
31265,3,-0.02
31275,1,2.42
31275,2,-0.46
31275,3,0.16
31279,1,0.46
31279,2,-0.77
31279,3,0.08
31289,1,-0.08
31289,2,-0.12
31289,3,0.13
31293,1,-0.93
31293,2,0.44
31293,3,-0.66
31305,1,1.22
31305,2,-0.01
31305,3,-0.14
31314,1,0
31314,2,0.88
31314,3,0.01
31315,1,-0.45
31315,2,-0.8
31315,3,-0.55
31316,1,0.21
31316,2,-0.9
31316,3,-0.13
31319,1,-0.23
31319,2,-1.56
31319,3,-0.24
31321,1,1.89
31321,2,0.4
31321,3,0.09
31322,1,0.45
31322,2,-0.48
31322,3,0.37
31323,1,0.24
31323,2,1.12
31323,3,-0.5
31324,1,1.56
31324,2,-0.63
31324,3,0.05
31325,1,1.27
31325,2,-0.08
31325,3,-0.05
31349,1,1.15
31349,2,1.53
31349,3,-0.2
31350,1,0.89
31350,2,0.14
31350,3,0.14
31362,1,-0.66
31362,2,0.13
31362,3,-0.07
31363,1,-0.93
31363,2,0.39
31363,3,0.3
31382,1,0.09
31382,2,0.28
31382,3,-0.79
31405,1,-1.21
31405,2,0.34
31405,3,-0.59
31426,1,-0.05
31426,2,1.22
31426,3,-0.3
31427,1,0.43
31427,2,0.99
31427,3,-0.16
31435,1,0.36
31435,2,-0.1
31435,3,-0.48
31439,1,-0.23
31439,2,0.99
31439,3,-0
31440,1,0.09
31440,2,-2.05
31440,3,0.77
31445,1,0.33
31445,2,1.46
31445,3,0.32
31446,1,0.01
31446,2,0.03
31446,3,-0.65
31447,1,-0.41
31447,2,-0.48
31447,3,0.76
31453,1,1.05
31453,2,0.02
31453,3,0.03
31457,1,0.85
31457,2,-0.49
31457,3,-0.99
31458,1,0.64
31458,2,-1.84
31458,3,1.09
31464,1,-1.03
31464,2,-0.63
31464,3,-0.07
31465,1,-0.24
31465,2,0.57
31465,3,0.15
31469,1,0.96
31469,2,-0.49
31469,3,0.06
31470,1,-0.9
31470,2,-0.75
31470,3,-0.27
31471,1,-1.16
31471,2,0.37
31471,3,0.4
31472,1,0.88
31472,2,1.7
31472,3,0.33
31488,1,-0.98
31488,2,-0.75
31488,3,0.59
31490,1,-0.17
31490,2,0.54
31490,3,0.72
31495,1,0.45
31495,2,-0.12
31495,3,0.21
31500,1,-0.15
31500,2,-0.99
31500,3,0.59
31501,1,-1.38
31501,2,-0.3
31501,3,0.32
31502,1,-0.87
31502,2,-0.08
31502,3,-0.08
31503,1,0.62
31503,2,-0.73
31503,3,0.18
31504,1,1.04
31504,2,-0.68
31504,3,-0.8
31505,1,1.23
31505,2,0.13
31505,3,-0.89
31509,1,0.21
31509,2,-1.17
31509,3,-0.68
31512,1,0.23
31512,2,0.73
31512,3,-0.18
31519,1,-1.03
31519,2,-0.53
31519,3,-0.66
31520,1,-0.06
31520,2,-1.03
31520,3,-0.45
31522,1,-0.02
31522,2,-0.22
31522,3,0.18
31528,1,-0.4
31528,2,-0.01
31528,3,0.31
31529,1,0.81
31529,2,1.68
31529,3,0.03
31530,1,-0.53
31530,2,0.76
31530,3,0.38
31543,1,0.3
31543,2,1.87
31543,3,0.21
31544,1,0.22
31544,2,0.79
31544,3,-0.27
31558,1,0.15
31558,2,0.47
31558,3,-0.17
31559,1,-0.36
31559,2,0.44
31559,3,-0.31
31561,1,0.49
31561,2,0.58
31561,3,-0.19
31562,1,1.51
31562,2,-0.51
31562,3,-0.02
31578,1,0.42
31578,2,-0.03
31578,3,-0.25
31579,1,-1.76
31579,2,-0.19
31579,3,-0.12
31581,1,-0.64
31581,2,0.86
31581,3,0.87
31582,1,-0.42
31582,2,1.1
31582,3,0.26
31595,1,-0.12
31595,2,-0.26
31595,3,-0.27
31596,1,-0.81
31596,2,0.43
31596,3,-0.2
31604,1,-0.37
31604,2,0.43
31604,3,-0.25
31606,1,0.76
31606,2,-0.5
31606,3,-0.02
31607,1,0.2
31607,2,-1.19
31607,3,-0.29
31610,1,0.28
31610,2,-0.53
31610,3,-0.04
31631,1,0.17
31631,2,-0.78
31631,3,0.02
31656,1,0.8
31656,2,-1.36
31656,3,0.16
31663,1,0.52
31663,2,0.1
31663,3,0.33
31669,1,-0.39
31669,2,-0.33
31669,3,0.09
31695,1,0.82
31695,2,0.45
31695,3,-1.47
31697,1,0.35
31697,2,-0.1
31697,3,-0.45
31709,1,-0.75
31709,2,-0.1
31709,3,0.05
31710,1,-1.23
31710,2,-0.69
31710,3,0.32
31749,1,0.53
31749,2,-0.31
31749,3,0.09
31756,1,0.37
31756,2,-0.05
31756,3,-0.24
31757,1,1.2
31757,2,-0.86
31757,3,-0.15
31758,1,-0.63
31758,2,-0.18
31758,3,0.02
31773,1,0.59
31773,2,-1.23
31773,3,-0.06
31774,1,0.08
31774,2,-0.32
31774,3,0.23
31776,1,-0.37
31776,2,0.18
31776,3,-0.78
31780,1,1.25
31780,2,-0.31
31780,3,-0.4
31782,1,0.6
31782,2,0.27
31782,3,-1.02
31792,1,-0.27
31792,2,1.03
31792,3,-0.07
31812,1,0.28
31812,2,0.85
31812,3,-0.88
31819,1,-0.11
31819,2,0.28
31819,3,0.21
31821,1,0.05
31821,2,-0.67
31821,3,-0.44
31822,1,0.09
31822,2,-0.27
31822,3,-0.38
31823,1,0.35
31823,2,0.61
31823,3,-0.29
31824,1,-0.21
31824,2,0.28
31824,3,0.29
31825,1,-1.17
31825,2,0.18
31825,3,-0.44
31840,1,1.25
31840,2,0.6
31840,3,-0.2
31841,1,0.28
31841,2,0.72
31841,3,0.02
31850,1,0.9
31850,2,-0.06
31850,3,-0.65
31851,1,-0.33
31851,2,-1.19
31851,3,-0.3
31852,1,-0.94
31852,2,-0.83
31852,3,-0.1
31853,1,-1.06
31853,2,-0.56
31853,3,0.13
31854,1,1.04
31854,2,-0.28
31854,3,-0.28
31855,1,2.3
31855,2,-1.59
31855,3,-0.01
31857,1,-0.98
31857,2,0.12
31857,3,-0.53
31858,1,0.32
31858,2,-0.21
31858,3,-0.33
31863,1,-0.43
31863,2,-1.19
31863,3,0.33
31884,1,-0.44
31884,2,-0.25
31884,3,0.07
31896,1,-0.56
31896,2,0.87
31896,3,-0.38
31900,1,0.61
31900,2,0.77
31900,3,0.54
31901,1,-0.15
31901,2,1.05
31901,3,0.19
31913,1,-0.11
31913,2,-0.17
31913,3,-0.03
31915,1,0.96
31915,2,-1.06
31915,3,-0.98
31938,1,-0.48
31938,2,1.36
31938,3,0.59
31939,1,1.3
31939,2,0.35
31939,3,0.71
31947,1,-0.36
31947,2,0.03
31947,3,0.11
31974,1,0.31
31974,2,-0.21
31974,3,-0.09
31977,1,0.38
31977,2,0.05
31977,3,-0.53
31978,1,-0.76
31978,2,0.34
31978,3,0.34
31997,1,1.36
31997,2,0.22
31997,3,-0.23
32005,1,0.52
32005,2,-0.02
32005,3,-0.07
32006,1,-0.11
32006,2,0.18
32006,3,-0.32
32055,1,-0.19
32055,2,0.55
32055,3,0.62
32067,1,-0.54
32067,2,0.19
32067,3,-0.24
32068,1,-0.22
32068,2,0.34
32068,3,0.1
32070,1,-0.39
32070,2,1.58
32070,3,-0.41
32106,1,0.32
32106,2,-1.34
32106,3,0.42
32112,1,0.69
32112,2,0.81
32112,3,0.09
32113,1,-0.06
32113,2,-0.63
32113,3,-0.74
32115,1,0.23
32115,2,0.56
32115,3,-0.12
32116,1,-0.37
32116,2,0.7
32116,3,-0.28
32118,1,-1.02
32118,2,-0
32118,3,0.19
32130,1,-0.04
32130,2,0.28
32130,3,0.21
32137,1,-0.1
32137,2,-1.19
32137,3,-0.09
32149,1,0.8
32149,2,-0.85
32149,3,0.92
32160,1,1.72
32160,2,1.35
32160,3,0.22
32164,1,-0.65
32164,2,0.11
32164,3,0.85
32165,1,1.95
32165,2,1.62
32165,3,-0.3
32166,1,-0.21
32166,2,0.53
32166,3,0.06
32169,1,2.01
32169,2,1.71
32169,3,-0.25
32189,1,-0.7
32189,2,-0.48
32189,3,0.06
32268,1,-0.72
32268,2,0.18
32268,3,-0
32272,1,0.04
32272,2,-0.56
32272,3,-0.49
32273,1,1.08
32273,2,0.74
32273,3,-0.66
32274,1,-0.09
32274,2,-0.79
32274,3,0.49
32275,1,-1.08
32275,2,-1.12
32275,3,-0.04
32314,1,0.26
32314,2,0.79
32314,3,0.2
32354,1,0.2
32354,2,-0.83
32354,3,-0.12
32356,1,-0.25
32356,2,-0.06
32356,3,-0.28
32364,1,-0.22
32364,2,-0.14
32364,3,0.1
32369,1,0.37
32369,2,1.03
32369,3,-0.34
32370,1,-0.23
32370,2,-0.04
32370,3,-0.72
32420,1,-0.35
32420,2,0.06
32420,3,-0.46
32440,1,0.41
32440,2,-0.65
32440,3,-0.4
32442,1,0.27
32442,2,-0.17
32442,3,0.56
32443,1,-0.61
32443,2,0.23
32443,3,-0.25
32469,1,0.42
32469,2,-1.32
32469,3,-0.2
32489,1,-0.09
32489,2,0
32489,3,0.24
32491,1,-1.02
32491,2,-0.4
32491,3,0.57
32492,1,0.47
32492,2,0.91
32492,3,0.25
32497,1,-0.46
32497,2,-0.23
32497,3,-0.2
32522,1,-0.43
32522,2,-0.67
32522,3,-0.26
32523,1,0.02
32523,2,-0.43
32523,3,0.29
32557,1,-0.34
32557,2,0.25
32557,3,-0.05
32581,1,-0.44
32581,2,-0.32
32581,3,0.13
32585,1,0.76
32585,2,0.05
32585,3,-0.1
32586,1,1.06
32586,2,0.1
32586,3,0.22
32592,1,-0.36
32592,2,-1.2
32592,3,0.17
32632,1,0.69
32632,2,-0.51
32632,3,-0.1
32648,1,0.03
32648,2,-0.44
32648,3,-0.44
32649,1,-0.09
32649,2,0.29
32649,3,-0.46
32655,1,-0.52
32655,2,0.13
32655,3,-0.26
32681,1,-0.82
32681,2,0.4
32681,3,0.11
32682,1,-0.98
32682,2,-0.39
32682,3,-0.26
32686,1,-0.86
32686,2,-0.42
32686,3,-0.21
32690,1,0.31
32690,2,1.2
32690,3,-0.38
32719,1,-0.37
32719,2,-0.05
32719,3,0.47
32722,1,-0.49
32722,2,-0.43
32722,3,-0.24
32731,1,-0.8
32731,2,-0.55
32731,3,0.1
32744,1,-0.95
32744,2,0.34
32744,3,-0.79
32745,1,-0.5
32745,2,0.12
32745,3,-0.01
32748,1,0.34
32748,2,0.36
32748,3,-0.49
32767,1,-0.01
32767,2,0.38
32767,3,-0.28
32805,1,-0.38
32805,2,0.45
32805,3,-0.71
32810,1,-0.1
32810,2,-0.8
32810,3,-1.37
32811,1,0.26
32811,2,-0.52
32811,3,-0.53
32837,1,1.26
32837,2,0.5
32837,3,0.19
32840,1,-0.64
32840,2,0.22
32840,3,-0.26
32842,1,-0.38
32842,2,-0.86
32842,3,0.34
32870,1,-1.25
32870,2,0.1
32870,3,-0.5
32872,1,0.8
32872,2,-0.25
32872,3,-0.18
32879,1,-0.9
32879,2,-0.18
32879,3,-0.93
32889,1,0.02
32889,2,-1.15
32889,3,-0.25
32904,1,-0.43
32904,2,0.59
32904,3,0.3
32905,1,0.19
32905,2,-1.23
32905,3,0.59
32911,1,0.24
32911,2,-0.08
32911,3,0.56
32912,1,-0.31
32912,2,-0.34
32912,3,-0.15
32913,1,0.32
32913,2,-0.23
32913,3,0.08
32933,1,-0.35
32933,2,1.66
32933,3,-0.09
32944,1,-0.61
32944,2,-0.96
32944,3,-0.04
32945,1,1.21
32945,2,-0.8
32945,3,-0.72
32946,1,0.55
32946,2,0.45
32946,3,0.28
32948,1,-1.29
32948,2,0.24
32948,3,-0.94
32952,1,-0.49
32952,2,0.32
32952,3,-0.14
33000,1,-0.88
33000,2,0.38
33000,3,-0.84
33004,1,0.14
33004,2,0.11
33004,3,0.05
33022,1,0.47
33022,2,1.17
33022,3,0.43
33061,1,-0.73
33061,2,-0.28
33061,3,-0.2
33062,1,0.5
33062,2,0.29
33062,3,-0.05
33081,1,-0.16
33081,2,0.09
33081,3,0.23
33116,1,-0.74
33116,2,-0.36
33116,3,1.08
33139,1,-0.39
33139,2,0.9
33139,3,0.66
33140,1,-0.46
33140,2,-1.08
33140,3,0.88
33144,1,0.91
33144,2,0.76
33144,3,-0.41
33145,1,0.16
33145,2,1.18
33145,3,-0.38
33151,1,0.36
33151,2,0.38
33151,3,-0.17
33155,1,-0.19
33155,2,-1.42
33155,3,0.15
33181,1,1.13
33181,2,0.11
33181,3,-0
33182,1,1.63
33182,2,0.05
33182,3,-0.39
33183,1,0.91
33183,2,-0.21
33183,3,-0.43
33184,1,0.4
33184,2,0.12
33184,3,0.1
33191,1,0.38
33191,2,-0.62
33191,3,1.22
33208,1,0.29
33208,2,-0.61
33208,3,-0.47
33209,1,-0.66
33209,2,0.21
33209,3,0.46
33210,1,0.63
33210,2,-0.87
33210,3,0.76
33211,1,0.7
33211,2,-1.02
33211,3,0.59
33238,1,0.37
33238,2,0.14
33238,3,-0.03
33239,1,0.63
33239,2,0.29
33239,3,-0.38
33260,1,-0.23
33260,2,0.18
33260,3,-0.28
33261,1,0.58
33261,2,0.34
33261,3,0.48
33265,1,0.99
33265,2,-0.07
33265,3,0.48
33266,1,0.7
33266,2,0.81
33266,3,0.35
33267,1,0.87
33267,2,-0.34
33267,3,-0.59
33268,1,0.77
